HMDB	KEGG	LipidMaps	compoundName_HMDB	compoundName_LipidMaps
HMDB0289995			Cer(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0289996			Cer(d18:1/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0289997			Cer(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0289998			Cer(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0289999			Cer(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290000			Cer(d18:1/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290001			Cer(d18:1/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290002			Cer(d18:1/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290003			Cer(d18:1/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290004			Cer(d18:1/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290005			Cer(d18:1/PGE2)	
HMDB0290006			Cer(d18:1/PGD2)	
HMDB0290007			Cer(d18:1/6 keto-PGF1alpha)	
HMDB0290008			Cer(d18:1/PGF2alpha)	
HMDB0290009			Cer(d18:1/PGJ2)	
HMDB0290010			Cer(d18:1/LTE4)	
HMDB0290011			Cer(d18:1/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290012			Cer(d18:1/TXB2)	
HMDB0290013			Cer(d18:1/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290014			Cer(d18:1/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290015			Cer(d18:1/5-iso PGF2VI)	
HMDB0290016			Cer(d18:1/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290017			Cer(d18:1/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290018			Cer(d18:1/18:2(10E,12Z)+=O(9))	
HMDB0290019			Cer(d18:1/18:2(9Z,11E)+=O(13))	
HMDB0290020			Cer(d18:1/18:1(12Z)-2OH(9,10))	
HMDB0290021			Cer(d18:1/18:1(12Z)-O(9S,10R))	
HMDB0290022			Cer(d18:1/18:1(9Z)-O(12,13))	
HMDB0290023			Cer(d18:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290024			Cer(d18:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290025			Cer(d18:1/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290026			Cer(d18:1/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290027			Cer(d18:1/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290028			Cer(d18:1/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290029			Cer(d18:1/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290030			Cer(d18:1/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290031			Cer(d18:1/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290032			Cer(d18:1/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290033			Cer(d18:1/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290034			Cer(d18:1/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290035			Cer(d18:1/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290036			Cer(d18:1/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290037			Cer(d18:1/18:3(10,12,15)-OH(9))	
HMDB0290038			Cer(d18:1/18:3(9,11,15)-OH(13))	
HMDB0290039			Cer(d18:1/PGE1)	
HMDB0290040			Cer(d18:1/PGD1)	
HMDB0290041			Cer(d18:1/PGF1alpha)	
HMDB0290042			Cer(d18:1/20:3(6,8,11)-OH(5))	
HMDB0290043			Cer(d18:2(4E,14Z)/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290044			Cer(d18:2(4E,14Z)/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290045			Cer(d18:2(4E,14Z)/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290046			Cer(d18:2(4E,14Z)/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290047			Cer(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290048			Cer(d18:2(4E,14Z)/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290049			Cer(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290050			Cer(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290051			Cer(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290052			Cer(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290053			Cer(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290054			Cer(d18:2(4E,14Z)/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290055			Cer(d18:2(4E,14Z)/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290056			Cer(d18:2(4E,14Z)/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290057			Cer(d18:2(4E,14Z)/PGE2)	
HMDB0290058			Cer(d18:2(4E,14Z)/PGD2)	
HMDB0290059			Cer(d18:2(4E,14Z)/6 keto-PGF1alpha)	
HMDB0290060			Cer(d18:2(4E,14Z)/PGF2alpha)	
HMDB0290061			Cer(d18:2(4E,14Z)/PGJ2)	
HMDB0290062			Cer(d18:2(4E,14Z)/LTE4)	
HMDB0290063			Cer(d18:2(4E,14Z)/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290064			Cer(d18:2(4E,14Z)/TXB2)	
HMDB0290065			Cer(d18:2(4E,14Z)/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290066			Cer(d18:2(4E,14Z)/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290067			Cer(d18:2(4E,14Z)/5-iso PGF2VI)	
HMDB0290068			Cer(d18:2(4E,14Z)/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290069			Cer(d18:2(4E,14Z)/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290070			Cer(d18:2(4E,14Z)/18:2(10E,12Z)+=O(9))	
HMDB0290071			Cer(d18:2(4E,14Z)/18:2(9Z,11E)+=O(13))	
HMDB0290072			Cer(d18:2(4E,14Z)/18:1(12Z)-2OH(9,10))	
HMDB0290073			Cer(d18:2(4E,14Z)/18:1(12Z)-O(9S,10R))	
HMDB0290074			Cer(d18:2(4E,14Z)/18:1(9Z)-O(12,13))	
HMDB0290075			Cer(d18:2(4E,14Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290076			Cer(d18:2(4E,14Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290077			Cer(d18:2(4E,14Z)/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290078			Cer(d18:2(4E,14Z)/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290079			Cer(d18:2(4E,14Z)/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290080			Cer(d18:2(4E,14Z)/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290081			Cer(d18:2(4E,14Z)/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290082			Cer(d18:2(4E,14Z)/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290083			Cer(d18:2(4E,14Z)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290084			Cer(d18:2(4E,14Z)/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290085			Cer(d18:2(4E,14Z)/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290086			Cer(d18:2(4E,14Z)/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290087			Cer(d18:2(4E,14Z)/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290088			Cer(d18:2(4E,14Z)/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290089			Cer(d18:2(4E,14Z)/18:3(10,12,15)-OH(9))	
HMDB0290090			Cer(d18:2(4E,14Z)/18:3(9,11,15)-OH(13))	
HMDB0290091			Cer(d18:2(4E,14Z)/PGE1)	
HMDB0290092			Cer(d18:2(4E,14Z)/PGD1)	
HMDB0290093			Cer(d18:2(4E,14Z)/PGF1alpha)	
HMDB0290094			Cer(d18:2(4E,14Z)/20:3(6,8,11)-OH(5))	
HMDB0290095			Cer(d20:1/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290096			Cer(d20:1/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290097			Cer(d20:1/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290098			Cer(d20:1/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290099			Cer(d20:1/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290100			Cer(d20:1/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290101			Cer(d20:1/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290102			Cer(d20:1/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290103			Cer(d20:1/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290104			Cer(d20:1/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290105			Cer(d20:1/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290106			Cer(d20:1/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290107			Cer(d20:1/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290108			Cer(d20:1/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290109			Cer(d20:1/PGE2)	
HMDB0290110			Cer(d20:1/PGD2)	
HMDB0290111			Cer(d20:1/6 keto-PGF1alpha)	
HMDB0290112			Cer(d20:1/PGF2alpha)	
HMDB0290113			Cer(d20:1/PGJ2)	
HMDB0290114			Cer(d20:1/LTE4)	
HMDB0290115			Cer(d20:1/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290116			Cer(d20:1/TXB2)	
HMDB0290117			Cer(d20:1/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290118			Cer(d20:1/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290119			Cer(d20:1/5-iso PGF2VI)	
HMDB0290120			Cer(d20:1/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290121			Cer(d20:1/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290122			Cer(d20:1/18:2(10E,12Z)+=O(9))	
HMDB0290123			Cer(d20:1/18:2(9Z,11E)+=O(13))	
HMDB0290124			Cer(d20:1/18:1(12Z)-2OH(9,10))	
HMDB0290125			Cer(d20:1/18:1(12Z)-O(9S,10R))	
HMDB0290126			Cer(d20:1/18:1(9Z)-O(12,13))	
HMDB0290127			Cer(d20:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290128			Cer(d20:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290129			Cer(d20:1/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290130			Cer(d20:1/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290131			Cer(d20:1/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290132			Cer(d20:1/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290133			Cer(d20:1/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290134			Cer(d20:1/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290135			Cer(d20:1/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290136			Cer(d20:1/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290137			Cer(d20:1/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290138			Cer(d20:1/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290139			Cer(d20:1/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290140			Cer(d20:1/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290141			Cer(d20:1/18:3(10,12,15)-OH(9))	
HMDB0290142			Cer(d20:1/18:3(9,11,15)-OH(13))	
HMDB0290143			Cer(d20:1/PGE1)	
HMDB0290144			Cer(d20:1/PGD1)	
HMDB0290145			Cer(d20:1/PGF1alpha)	
HMDB0290146			Cer(d20:1/20:3(6,8,11)-OH(5))	
HMDB0290147			Cer(t18:0/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290148			Cer(t18:0/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290149			Cer(t18:0/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290150			Cer(t18:0/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290151			Cer(t18:0/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290152			Cer(t18:0/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290153			Cer(t18:0/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290154			Cer(t18:0/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290155			Cer(t18:0/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290156			Cer(t18:0/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290157			Cer(t18:0/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290158			Cer(t18:0/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290159			Cer(t18:0/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290160			Cer(t18:0/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290161			Cer(t18:0/PGE2)	
HMDB0290162			Cer(t18:0/PGD2)	
HMDB0290163			Cer(t18:0/6 keto-PGF1alpha)	
HMDB0290164			Cer(t18:0/PGF2alpha)	
HMDB0290165			Cer(t18:0/PGJ2)	
HMDB0290166			Cer(t18:0/LTE4)	
HMDB0290167			Cer(t18:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290168			Cer(t18:0/TXB2)	
HMDB0290169			Cer(t18:0/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290170			Cer(t18:0/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290171			Cer(t18:0/5-iso PGF2VI)	
HMDB0290172			Cer(t18:0/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290173			Cer(t18:0/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290174			Cer(t18:0/18:2(10E,12Z)+=O(9))	
HMDB0290175			Cer(t18:0/18:2(9Z,11E)+=O(13))	
HMDB0290176			Cer(t18:0/18:1(12Z)-2OH(9,10))	
HMDB0290177			Cer(t18:0/18:1(12Z)-O(9S,10R))	
HMDB0290178			Cer(t18:0/18:1(9Z)-O(12,13))	
HMDB0290179			Cer(t18:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290180			Cer(t18:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290181			Cer(t18:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290182			Cer(t18:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290183			Cer(t18:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290184			Cer(t18:0/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290185			Cer(t18:0/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290186			Cer(t18:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290187			Cer(t18:0/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290188			Cer(t18:0/22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290189			Cer(t18:0/22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290190			Cer(t18:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290191			Cer(t18:0/22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290192			Cer(t18:0/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290193			Cer(t18:0/18:3(10,12,15)-OH(9))	
HMDB0290194			Cer(t18:0/18:3(9,11,15)-OH(13))	
HMDB0290195			Cer(t18:0/PGE1)	
HMDB0290196			Cer(t18:0/PGD1)	
HMDB0290197			Cer(t18:0/PGF1alpha)	
HMDB0290198			Cer(t18:0/20:3(6,8,11)-OH(5))	
HMDB0290199			CE(20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290200			CE(20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290201			CE(20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290202			CE(20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290203			CE(20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290204			CE(20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290205			CE(20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290206			CE(20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290207			CE(20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290208			CE(20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290209			CE(20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290210			CE(20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290211			CE(20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290212			CE(20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290213			CE(PGE2)	
HMDB0290214			CE(PGD2)	
HMDB0290215			CE(6 keto-PGF1alpha)	
HMDB0290216			CE(PGF2alpha)	
HMDB0290217			CE(PGJ2)	
HMDB0290218			CE(LTE4)	
HMDB0290219			CE(20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290220			CE(TXB2)	
HMDB0290221			CE(20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290222			CE(20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290223			CE(5-iso PGF2VI)	
HMDB0290224			CE(20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290225			CE(20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290226			CE(18:2(10E,12Z)+=O(9))	
HMDB0290227			CE(18:2(9Z,11E)+=O(13))	
HMDB0290228			CE(18:1(12Z)-2OH(9,10))	
HMDB0290229			CE(18:1(12Z)-O(9S,10R))	
HMDB0290230			CE(18:1(9Z)-O(12,13))	
HMDB0290231			CE(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290232			CE(20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290233			CE(20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290234			CE(20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
HMDB0290235			CE(22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290236			CE(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290237			CE(20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290238			CE(20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290239			CE(22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290240			CE(22:6(4Z,8Z,10Z,13Z,16Z,19Z)-OH(7))	
HMDB0290241			CE(22:6(4Z,7Z,10Z,12E,16Z,19Z)-OH(14))	
HMDB0290242			CE(22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))	
HMDB0290243			CE(22:6(4Z,7Z,11E,13Z,15E,19Z)-2OH(10S,17))	
HMDB0290244			CE(22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))	
HMDB0290245			CE(18:3(10,12,15)-OH(9))	
HMDB0290246			CE(18:3(9,11,15)-OH(13))	
HMDB0290247			CE(PGE1)	
HMDB0290248			CE(PGD1)	
HMDB0290249			CE(PGF1alpha)	
HMDB0290251			SM(d16:1/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290252			SM(d16:1/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290253			SM(d16:1/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290254			SM(d16:1/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290255			SM(d16:1/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290256			SM(d16:1/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290257			SM(d16:1/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290258			SM(d16:1/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290259			SM(d16:1/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290260			SM(d16:1/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290261			SM(d16:1/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290262			SM(d16:1/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290263			SM(d16:1/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290264			SM(d16:1/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290265			SM(d16:1/PGE2)	
HMDB0290266			SM(d16:1/PGD2)	
HMDB0290267			SM(d16:1/6 keto-PGF1alpha)	
HMDB0290268			SM(d16:1/PGF2alpha)	
HMDB0290269			SM(d16:1/PGJ2)	
HMDB0290270			SM(d16:1/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290271			SM(d16:1/TXB2)	
HMDB0290272			SM(d16:1/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290273			SM(d16:1/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290274			SM(d16:1/5-iso PGF2VI)	
HMDB0290275			SM(d16:1/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290276			SM(d16:1/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290277			SM(d16:1/18:2(10E,12Z)+=O(9))	
HMDB0290278			SM(d16:1/18:2(9Z,11E)+=O(13))	
HMDB0290279			SM(d16:1/18:1(12Z)-2OH(9,10))	
HMDB0290280			SM(d16:1/18:1(12Z)-O(9S,10R))	
HMDB0290281			SM(d16:1/18:1(9Z)-O(12,13))	
HMDB0290282			SM(d16:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290283			SM(d16:1/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290284			SM(d16:1/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S))	
HMDB0290285			SM(d16:1/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))	
HMDB0290286			SM(d16:1/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	
HMDB0290287			SM(d16:1/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	
HMDB0290288			SM(d16:1/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))	
HMDB0290289			SM(d16:1/18:3(9,11,15)-OH(13))	
HMDB0290290			SM(d16:1/PGE1)	
HMDB0290291			SM(d16:1/PGD1)	
HMDB0290292			SM(d16:1/PGF1alpha)	
HMDB0290293			SM(d16:1/20:3(6,8,11)-OH(5))	
HMDB0290294			SM(d16:2(4E,8Z)/20:3(5Z,8Z,11Z)-O(14R,15S))	
HMDB0290295			SM(d16:2(4E,8Z)/20:3(5Z,8Z,14Z)-O(11S,12R))	
HMDB0290296			SM(d16:2(4E,8Z)/20:3(5Z,11Z,14Z)-O(8,9))	
HMDB0290297			SM(d16:2(4E,8Z)/20:3(8Z,11Z,14Z)-O(5,6))	
HMDB0290298			SM(d16:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))	
HMDB0290299			SM(d16:2(4E,8Z)/20:4(6E,8Z,11Z,14Z)-OH(5S))	
HMDB0290300			SM(d16:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(19S))	
HMDB0290301			SM(d16:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(18R))	
HMDB0290302			SM(d16:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(17))	
HMDB0290303			SM(d16:2(4E,8Z)/20:4(5Z,8Z,11Z,14Z)-OH(16R))	
HMDB0290304			SM(d16:2(4E,8Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))	
HMDB0290305			SM(d16:2(4E,8Z)/20:4(5Z,8Z,10E,14Z)-OH(12S))	
HMDB0290306			SM(d16:2(4E,8Z)/20:4(5E,8Z,12Z,14Z)-OH(11R))	
HMDB0290307			SM(d16:2(4E,8Z)/20:4(5Z,7E,11Z,14Z)-OH(9))	
HMDB0290308			SM(d16:2(4E,8Z)/PGE2)	
HMDB0290309			SM(d16:2(4E,8Z)/PGD2)	
HMDB0290310			SM(d16:2(4E,8Z)/6 keto-PGF1alpha)	
HMDB0290311			SM(d16:2(4E,8Z)/PGF2alpha)	
HMDB0290312			SM(d16:2(4E,8Z)/PGJ2)	
HMDB0290313			SM(d16:2(4E,8Z)/LTE4)	
HMDB0290314			SM(d16:2(4E,8Z)/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	
HMDB0290315			SM(d16:2(4E,8Z)/TXB2)	
HMDB0290316			SM(d16:2(4E,8Z)/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))	
HMDB0290317			SM(d16:2(4E,8Z)/20:3(8Z,11Z,14Z)-2OH(5,6))	
HMDB0290318			SM(d16:2(4E,8Z)/5-iso PGF2VI)	
HMDB0290319			SM(d16:2(4E,8Z)/20:4(6E,8Z,11Z,14Z)+=O(5))	
HMDB0290320			SM(d16:2(4E,8Z)/20:4(5Z,8Z,11Z,13E)+=O(15))	
HMDB0290321			SM(d16:2(4E,8Z)/18:2(10E,12Z)+=O(9))	
HMDB0290322			SM(d16:2(4E,8Z)/18:2(9Z,11E)+=O(13))	
HMDB0290323			SM(d16:2(4E,8Z)/18:1(12Z)-2OH(9,10))	
HMDB0290324			SM(d16:2(4E,8Z)/18:1(12Z)-O(9S,10R))	
HMDB0290325			SM(d16:2(4E,8Z)/18:1(9Z)-O(12,13))	
HMDB0290326			SM(d16:2(4E,8Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	
HMDB0290327			SM(d16:2(4E,8Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	
HMDB0290328			SM(d16:2(4E,8Z)/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	
HMDB0290329			SM(d16:2(4E,8Z)/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	
