LipidMaps	HMDB
LMGP02050027	HMDB0011519
LMGP10010366	HMDB0114973
LMGP10010517	HMDB0115072
LMGP10010575	HMDB0115543
LMGP10010777	HMDB0115595
LMGP10010805	HMDB0115334
LMGP10010907	HMDB0114836
LMGP03010121	HMDB0012347
LMGP03010541	HMDB0112548
LMGP03010713	HMDB0112718
LMGP03010780	HMDB0116780
LMGP03010923	HMDB0012339
LMGP03010859	HMDB0012431
LMGP01012158	HMDB0008085
LMGP01012196	HMDB0008366
LMGP01012184	HMDB0008256
LMGP01012144	HMDB0008049
LMGP01030146	HMDB0011307
LMGP01012243	HMDB0008797
LMGP12010040	HMDB0111939
LMGP10050044	HMDB07852
LMGP12010409	HMDB0056928
LMGP12010793	HMDB0111910
LMGP12010865	HMDB0111913
LMGP01050050	HMDB0010397
LMGP02010094	HMDB0009012
LMGP02010010	HMDB0008926
LMGP01010000	HMDB00564
LMGP01011627	HMDB0008142
LMGP01011631	HMDB0008144
LMGP01011636	HMDB0008150
LMGP01011722	HMDB0008245
LMGP01011726	HMDB0008249
LMGP01020230	HMDB0013440
LMGP01012069	HMDB0008624
LMGP02010513	HMDB0008942
LMGP02010931	HMDB0009372
LMGP02010977	HMDB0009459
LMGP02011020	HMDB0009485
LMGP02011097	HMDB0009567
LMGP02050031	HMDB0011502
LMGP10010360	HMDB0114964
LMGP02011246	HMDB0008829
LMGP10010509	HMDB0115062
LMGP10010662	HMDB0115208
LMGP10010767	HMDB0115303
LMGP10010776	HMDB0115594
LMGP10010797	HMDB0115328
LMGP10010838	HMDB0115416
LMGP10010414	HMDB0115525
LMGP10010877	HMDB0114949
LMGP10010881	HMDB0114925
LMGP10010950	HMDB0115076
LMGP10030088	HMDB0011155
LMGP06010283	HMDB0009810
LMGP04010335	HMDB0010639
LMGP03010104	HMDB0012338
LMGP03010138	HMDB0012351
LMGP03010146	HMDB0112324
LMGP03010369	HMDB0112444
LMGP03010448	HMDB0112501
LMGP03010556	HMDB0112561
LMGP03010758	HMDB0112761
LMGP03010813	HMDB0112807
LMGP03010823	HMDB0012443
LMGP03010362	HMDB0112435
LMGP03010901	HMDB0012368
LMGP03010928	HMDB0012334
LMGP03010967	HMDB0112286
LMGP03010882	HMDB0012385
LMGP01020273	HMDB0013438
LMGP00000063	HMDB0062190
LMGP01012199	HMDB0008369
LMGP01012181	HMDB0008224
LMGP01012233	HMDB0008657
LMGP12010081	HMDB0056637
LMGP12010514	HMDB0056710
LMGP12010337	HMDB0056927
LMGP12010404	HMDB0056502
LMGP12010619	HMDB0056433
LMGP02050040	HMDB0011476
LMGP02050041	HMDB0011477
LMGP01050138	HMDB0010385
LMGP01010541	HMDB0007938
LMGP01010543	HMDB0007940
LMGP01010560	HMDB0007965
LMGP01011002	HMDB0008265
LMGP01010562	HMDB0007967
LMGP01011085	HMDB0008525
LMGP01010496	HMDB0007874
LMGP00000057	HMDB07003
LMGP01010479	HMDB0007868
LMGP01010485	HMDB0007870
LMGP01010488	HMDB0007871
LMGP01010490	HMDB0007872
LMGP01010492	HMDB0007873
LMGP01010497	HMDB0007876
LMGP01010499	HMDB0007877
LMGP01010505	HMDB0007878
LMGP01010506	HMDB0007883
LMGP01010511	HMDB0007886
LMGP01010512	HMDB0007892
LMGP01010515	HMDB0007893
LMGP01010516	HMDB0007894
LMGP01010523	HMDB0007900
LMGP01010530	HMDB0007934
LMGP01010532	HMDB0007935
LMGP01010535	HMDB0007936
LMGP01010539	HMDB0007937
LMGP01010566	HMDB0007969
LMGP01010573	HMDB0007970
LMGP01010576	HMDB0007971
LMGP01010598	HMDB0007974
LMGP01010601	HMDB0007975
LMGP01010603	HMDB0007976
LMGP01010616	HMDB0007977
LMGP01010622	HMDB0007980
LMGP01010627	HMDB0007981
LMGP01010636	HMDB0007985
LMGP01010638	HMDB0007986
LMGP01010642	HMDB0007988
LMGP01010645	HMDB0007989
LMGP01010647	HMDB0007990
LMGP01010657	HMDB0007992
LMGP01010659	HMDB0007993
LMGP01010687	HMDB0008004
LMGP01010688	HMDB0008005
LMGP01010690	HMDB0008006
LMGP01010692	HMDB0008009
LMGP01010695	HMDB0008015
LMGP01010696	HMDB0008023
LMGP01010739	HMDB0008031
LMGP01010742	HMDB0008034
LMGP01010750	HMDB0008037
LMGP01010761	HMDB0008038
LMGP01010773	HMDB0008042
LMGP01010781	HMDB0008043
LMGP01010783	HMDB0008044
LMGP01010788	HMDB0008045
LMGP01010805	HMDB0008050
LMGP01010796	HMDB0008046
LMGP01010799	HMDB0008047
LMGP01010802	HMDB0008048
LMGP01010809	HMDB0008051
LMGP01010811	HMDB0008052
LMGP01010813	HMDB0008054
LMGP01010818	HMDB0008056
LMGP01010821	HMDB0008057
LMGP01010825	HMDB0008058
LMGP01010826	HMDB0008059
LMGP01011088	HMDB0008530
LMGP01010840	HMDB0008069
LMGP01010845	HMDB0008084
LMGP01010846	HMDB0008089
LMGP01010847	HMDB0008090
LMGP01010882	HMDB0008097
LMGP01010884	HMDB0008100
LMGP01010887	HMDB0008101
LMGP01010890	HMDB0062690
LMGP01010895	HMDB0008105
LMGP01010898	HMDB0008107
LMGP01010902	HMDB0008109
LMGP01010904	HMDB0008112
LMGP01010905	HMDB0008114
LMGP01010907	HMDB0008116
LMGP01010909	HMDB0008117
LMGP01010932	HMDB0008133
LMGP01010935	HMDB0008135
LMGP01010946	HMDB0008154
LMGP01010947	HMDB0008156
LMGP01010955	HMDB0008203
LMGP01011000	HMDB0008262
LMGP01011005	HMDB0008268
LMGP01011017	HMDB0008275
LMGP01011021	HMDB0008276
LMGP01011023	HMDB0008279
LMGP01011025	HMDB0008282
LMGP01011026	HMDB0008283
LMGP01011027	HMDB0008287
LMGP01011028	HMDB0008288
LMGP01011049	HMDB0008429
LMGP01011089	HMDB0008531
LMGP01011057	HMDB0008499
LMGP01011058	HMDB0008517
LMGP01011059	HMDB0008518
LMGP01011097	HMDB0008538
LMGP01011102	HMDB0008546
LMGP01011116	HMDB0008725
LMGP01011148	HMDB0008758
LMGP01011150	HMDB0008760
LMGP01011155	HMDB0008768
LMGP01011159	HMDB0008782
LMGP01011296	HMDB0008270
LMGP01011364	HMDB0007867
LMGP01011372	HMDB0007879
LMGP01011373	HMDB0007880
LMGP01011374	HMDB0007882
LMGP01011377	HMDB0007888
LMGP01011378	HMDB0007889
LMGP01011381	HMDB0007899
LMGP01011384	HMDB0007902
LMGP01011389	HMDB0007904
LMGP01011390	HMDB0007906
LMGP01011391	HMDB0007907
LMGP01011392	HMDB0007908
LMGP01011393	HMDB0007909
LMGP01011394	HMDB0007910
LMGP01011397	HMDB0007911
LMGP01011398	HMDB0007912
LMGP01011399	HMDB0007913
LMGP01011400	HMDB0007915
LMGP01011401	HMDB0007916
LMGP01011402	HMDB0007918
LMGP01011404	HMDB0007919
LMGP01011406	HMDB0007921
LMGP01011410	HMDB0007932
LMGP01011415	HMDB0007939
LMGP01011416	HMDB0007941
LMGP01011417	HMDB0007942
LMGP01011418	HMDB0007943
LMGP01011420	HMDB0007944
LMGP01011421	HMDB0007945
LMGP01011422	HMDB0007946
LMGP01011423	HMDB0007948
LMGP01011424	HMDB0007949
LMGP01011426	HMDB0007953
LMGP01011428	HMDB0007954
LMGP01011429	HMDB0007955
LMGP01011430	HMDB0007958
LMGP01011463	HMDB0007966
LMGP01011468	HMDB0007978
LMGP01011469	HMDB0007979
LMGP01011472	HMDB0007987
LMGP01011475	HMDB0007998
LMGP01011476	HMDB0007999
LMGP01011477	HMDB0008000
LMGP01011479	HMDB0008001
LMGP01011483	HMDB0008003
LMGP01011484	HMDB0008007
LMGP01011485	HMDB0008008
LMGP01011488	HMDB0008010
LMGP01011489	HMDB0008011
LMGP01011490	HMDB0008012
LMGP01011492	HMDB0008017
LMGP01011494	HMDB0008018
LMGP01011497	HMDB0008021
LMGP01011609	HMDB0008113
LMGP01011638	HMDB0008152
LMGP01011661	HMDB0008177
LMGP01011670	HMDB0008189
LMGP01011674	HMDB0008197
LMGP01011677	HMDB0008199
LMGP01011683	HMDB0008204
LMGP01011690	HMDB0008210
LMGP01011693	HMDB0008215
LMGP01011697	HMDB0008218
LMGP01011712	HMDB0008236
LMGP01011715	HMDB0008239
LMGP01011724	HMDB0008248
LMGP01011728	HMDB0008251
LMGP01011730	HMDB0008255
LMGP01011787	HMDB0008263
LMGP01011790	HMDB0008266
LMGP01011794	HMDB0008271
LMGP01011795	HMDB0008272
LMGP01011796	HMDB0008273
LMGP01011799	HMDB0008278
LMGP01011800	HMDB0008281
LMGP01011803	HMDB0008284
LMGP01011804	HMDB0008285
LMGP01011808	HMDB0008296
LMGP01011809	HMDB0008297
LMGP01011811	HMDB0008298
LMGP01011812	HMDB0008299
LMGP01011816	HMDB0008300
LMGP01011817	HMDB0008302
LMGP01011818	HMDB0008303
LMGP01011819	HMDB0008304
LMGP01011820	HMDB0008305
LMGP01011824	HMDB0008307
LMGP01011825	HMDB0008309
LMGP01011827	HMDB0008312
LMGP01011828	HMDB0008314
LMGP01011830	HMDB0008315
LMGP01011832	HMDB0008317
LMGP01011833	HMDB0008318
LMGP01011837	HMDB0008328
LMGP01011838	HMDB0008329
LMGP01011839	HMDB0008330
LMGP01011841	HMDB0008331
LMGP01011842	HMDB0008332
LMGP01011846	HMDB0008333
LMGP01011848	HMDB0008336
LMGP01011849	HMDB0008337
LMGP01011850	HMDB0008338
LMGP01011854	HMDB0008340
LMGP01011855	HMDB0008341
LMGP01011857	HMDB0008344
LMGP01011858	HMDB0008345
LMGP01012226	HMDB0008569
LMGP01011861	HMDB0008348
LMGP01011863	HMDB0008350
LMGP01011864	HMDB0008351
LMGP01011911	HMDB0008436
LMGP01011917	HMDB0008440
LMGP01011929	HMDB0008493
LMGP01011933	HMDB0008496
LMGP01011981	HMDB0008527
LMGP01012041	HMDB0008593
LMGP01012046	HMDB0008595
LMGP01012048	HMDB0008598
LMGP01012050	HMDB0008600
LMGP01012051	HMDB0008601
LMGP01012056	HMDB0008604
LMGP01012079	HMDB0008631
LMGP01012081	HMDB0008633
LMGP01012085	HMDB0008635
LMGP01012087	HMDB0008637
LMGP01012088	HMDB0008639
LMGP01012094	HMDB0008645
LMGP01012103	HMDB0008726
LMGP01012111	HMDB0008732
LMGP01012120	HMDB0008741
LMGP01012124	HMDB0008744
LMGP01012125	HMDB0008745
LMGP01012131	HMDB0007891
LMGP01012135	HMDB0007924
LMGP01012138	HMDB0008013
LMGP01012165	HMDB0008115
LMGP01012182	HMDB0008235
LMGP01012191	HMDB0008343
LMGP01012197	HMDB0008367
LMGP01012200	HMDB0008370
LMGP01012201	HMDB0008371
LMGP01012202	HMDB0008373
LMGP01012208	HMDB0008432
LMGP01012215	HMDB0008479
LMGP01012216	HMDB0008498
LMGP01012217	HMDB0008543
LMGP01012242	HMDB0008795
LMGP01020152	HMDB0013426
LMGP01020249	HMDB0013446
LMGP01020251	HMDB0013449
LMGP01020256	HMDB0013412
LMGP01020257	HMDB0013413
LMGP01020272	HMDB0013437
LMGP01020278	HMDB0013456
LMGP01050139	HMDB0010393
LMGP01030037	HMDB0011216
LMGP01030040	HMDB0011222
LMGP01030061	HMDB0011247
LMGP01030064	HMDB0011248
LMGP01030073	HMDB0011259
LMGP01030137	HMDB0011275
LMGP01030149	HMDB0011329
LMGP01050005	HMDB03752
LMGP01050124	HMDB0010401
LMGP01050142	HMDB0010402
LMGP01050143	HMDB0010403
LMGP01070009	HMDB0013122
LMGP01070012	HMDB0010408
LMGP02010009	HMDB0008927
LMGP02010352	HMDB0008821
LMGP02010048	HMDB0009060
LMGP02010115	HMDB0009067
LMGP02010118	HMDB0009003
LMGP02010124	HMDB0009000
LMGP02010125	HMDB0009225
LMGP02010132	HMDB0008940
LMGP02010146	HMDB0009006
LMGP02010154	HMDB0009487
LMGP02010270	HMDB0008932
LMGP02010292	HMDB0009509
LMGP02010293	HMDB0009014
LMGP02010294	HMDB0009719
LMGP02010322	HMDB0010568
LMGP02010339	HMDB0010569
LMGP02010325	HMDB0010566
LMGP02010421	HMDB0008844
LMGP02010435	HMDB0008863
LMGP02010436	HMDB0008864
LMGP02010449	HMDB0008876
LMGP02010460	HMDB0008897
LMGP02010466	HMDB0008903
LMGP02010467	HMDB0008904
LMGP02010472	HMDB0008910
LMGP02010473	HMDB0008913
LMGP02010510	HMDB0008934
LMGP02010535	HMDB0008973
LMGP02010644	HMDB0009063
LMGP02010844	HMDB0009251
LMGP02010847	HMDB0009253
LMGP02010857	HMDB0009261
LMGP02010885	HMDB0009292
LMGP02010886	HMDB0009293
LMGP02010895	HMDB0009302
LMGP02050052	HMDB0011488
LMGP02010897	HMDB0009303
LMGP02010922	HMDB0009362
LMGP02010926	HMDB0009368
LMGP02010932	HMDB0009375
LMGP02010939	HMDB0009386
LMGP02010954	HMDB0009398
LMGP02010955	HMDB0009401
LMGP02010981	HMDB0009461
LMGP02010984	HMDB0009465
LMGP02010985	HMDB0009467
LMGP02010990	HMDB0009471
LMGP02011025	HMDB0009490
LMGP02011026	HMDB0009491
LMGP02011032	HMDB0009497
LMGP02011037	HMDB0009503
LMGP02011039	HMDB0009507
LMGP02011244	HMDB0008832
LMGP02011073	HMDB0009547
LMGP02011094	HMDB0009564
LMGP02011100	HMDB0009570
LMGP02011108	HMDB0009583
LMGP02011113	HMDB0009585
LMGP02011115	HMDB0009588
LMGP02011118	HMDB0009591
LMGP02011136	HMDB0009681
LMGP02011145	HMDB0009688
LMGP02011151	HMDB0009692
LMGP02011152	HMDB0009693
LMGP02011154	HMDB0009696
LMGP02011161	HMDB0009682
LMGP02011172	HMDB0009455
LMGP02011176	HMDB0009243
LMGP02011178	HMDB0009229
LMGP02011190	HMDB0009158
LMGP02011194	HMDB0009088
LMGP02011195	HMDB0009071
LMGP02011196	HMDB0009069
LMGP02011225	HMDB0008925
LMGP02011239	HMDB0008847
LMGP02011241	HMDB0008840
LMGP02030003	HMDB0005779
LMGP02030001	HMDB0005780
LMGP02050039	HMDB0011475
LMGP02030006	HMDB0011460
LMGP02050051	HMDB0011487
LMGP02030033	HMDB0011358
LMGP02050013	HMDB0011526
LMGP02050014	HMDB0011523
LMGP02050030	HMDB0061691
LMGP02050033	HMDB0011470
LMGP02050034	HMDB0011471
LMGP02050037	HMDB0011474
LMGP02050038	HMDB0011129
LMGP02050043	HMDB0011479
LMGP02050044	HMDB0011480
LMGP02050047	HMDB0011483
LMGP02050053	HMDB0011489
LMGP02050055	HMDB0011491
LMGP02050057	HMDB0011493
LMGP02050058	HMDB0011494
LMGP02050060	HMDB0011496
LMGP02050061	HMDB0011497
LMGP02050064	HMDB0011505
LMGP02050066	HMDB0011515
LMGP02050068	HMDB0011521
LMGP02050072	HMDB0011528
LMGP02050073	HMDB0011529
LMGP03010038	HMDB0012361
LMGP03010039	HMDB0012383
LMGP03010040	HMDB0010167
LMGP03010045	HMDB0012395
LMGP03010102	HMDB0112274
LMGP03010122	HMDB0112308
LMGP03010124	HMDB0112309
LMGP03010129	HMDB0112310
LMGP03010147	HMDB0112325
LMGP03010151	HMDB0112285
LMGP03010154	HMDB0112331
LMGP03010193	HMDB0012353
LMGP03010200	HMDB0112351
LMGP03010213	HMDB0012370
LMGP03010219	HMDB0012371
LMGP03010220	HMDB0112363
LMGP03010222	HMDB0112364
LMGP03010310	HMDB0112372
LMGP03010334	HMDB0112413
LMGP03010344	HMDB0112425
LMGP03010353	HMDB0112428
LMGP03010359	HMDB0012404
LMGP03010387	HMDB0116754
LMGP03010423	HMDB0112480
LMGP03010428	HMDB0112486
LMGP03010445	HMDB0116758
LMGP03010449	HMDB0112503
LMGP03010454	HMDB0112506
LMGP03010530	HMDB0112540
LMGP03010543	HMDB0112550
LMGP03010544	HMDB0116761
LMGP03010547	HMDB0112551
LMGP03010549	HMDB0112555
LMGP03010555	HMDB0112560
LMGP03010561	HMDB0112568
LMGP03010565	HMDB0112571
LMGP03010569	HMDB0112572
LMGP03010570	HMDB0112574
LMGP03010572	HMDB0116763
LMGP03010574	HMDB0112577
LMGP03010577	HMDB0112578
LMGP03010580	HMDB0112582
LMGP03010582	HMDB0116764
LMGP03010586	HMDB0112587
LMGP03010587	HMDB0112588
LMGP03010588	HMDB0116765
LMGP03010591	HMDB0012418
LMGP03010592	HMDB0012419
LMGP03010593	HMDB0112621
LMGP03010595	HMDB0012420
LMGP03010600	HMDB0012422
LMGP03010601	HMDB0012423
LMGP03010602	HMDB0012424
LMGP03010603	HMDB0112623
LMGP03010604	HMDB0012425
LMGP03010609	HMDB0112626
LMGP03010610	HMDB0112627
LMGP03010613	HMDB0116767
LMGP03010615	HMDB0112630
LMGP03010617	HMDB0116768
LMGP03010619	HMDB0012428
LMGP03010622	HMDB0012429
LMGP03010623	HMDB0012430
LMGP03010624	HMDB0112636
LMGP03010626	HMDB0012432
LMGP03010630	HMDB0012433
LMGP03010631	HMDB0012434
LMGP03010633	HMDB0112638
LMGP03010634	HMDB0012436
LMGP03010635	HMDB0112639
LMGP03010638	HMDB0112640
LMGP03010640	HMDB0112642
LMGP03010641	HMDB0012437
LMGP03010642	HMDB0112645
LMGP03010646	HMDB0112648
LMGP03010650	HMDB0112679
LMGP03010651	HMDB0112680
LMGP03010652	HMDB0112681
LMGP03010654	HMDB0112682
LMGP03010712	HMDB0112717
LMGP03010772	HMDB0112772
LMGP03010785	HMDB0112782
LMGP03010790	HMDB0112789
LMGP03010791	HMDB0112790
LMGP03010827	HMDB0012444
LMGP03010829	HMDB0012446
LMGP03010831	HMDB0012447
LMGP03010839	HMDB0012449
LMGP03010840	HMDB0112873
LMGP03010846	HMDB0012442
LMGP03010847	HMDB0112712
LMGP03010857	HMDB0112686
LMGP03010861	HMDB0112537
LMGP03010862	HMDB0112528
LMGP03010875	HMDB0012405
LMGP03010881	HMDB0012388
LMGP03010883	HMDB0112382
LMGP03010886	HMDB0112374
LMGP03010969	HMDB0012359
LMGP03010898	HMDB0012372
LMGP03010904	HMDB0112344
LMGP03010925	HMDB0112293
LMGP03010929	HMDB0012333
LMGP03010949	HMDB0112522
LMGP03010955	HMDB0112417
LMGP03010959	HMDB0012387
LMGP03010965	HMDB0112352
LMGP03010974	HMDB0012414
LMGP03010982	HMDB0112280
LMGP04010002	HMDB10574
LMGP04010036	HMDB0010580
LMGP04010039	HMDB0010610
LMGP04010041	HMDB0010584
LMGP04010043	HMDB0010644
LMGP04010044	HMDB0116613
LMGP04010045	HMDB0010659
LMGP04010038	HMDB0010602
LMGP04010212	HMDB0010591
LMGP04010225	HMDB0010596
LMGP10050013	HMDB0062312
LMGP07010001	HMDB0009925
LMGP10010405	HMDB0115005
LMGP10010337	HMDB0114940
LMGP10010350	HMDB0114956
LMGP10010351	HMDB0114957
LMGP10010355	HMDB0114959
LMGP10010378	HMDB0114982
LMGP10010386	HMDB0115523
LMGP10010398	HMDB0115001
LMGP10010413	HMDB0115524
LMGP10010416	HMDB0115017
LMGP10010426	HMDB0115028
LMGP10010427	HMDB0115029
LMGP10010451	HMDB0115047
LMGP10010529	HMDB0115092
LMGP10010532	HMDB0115094
LMGP10010538	HMDB0115098
LMGP10010549	HMDB0115108
LMGP10010553	HMDB0115111
LMGP10010555	HMDB0115115
LMGP10010572	HMDB0115542
LMGP10010578	HMDB0115547
LMGP10010585	HMDB0115554
LMGP10050043	HMDB07850
LMGP10010601	HMDB0115569
LMGP10010613	HMDB0115578
LMGP10010616	HMDB0115581
LMGP10010617	HMDB0115584
LMGP10010620	HMDB0115144
LMGP10010636	HMDB0115156
LMGP10010637	HMDB0115157
LMGP10010640	HMDB0115161
LMGP10010642	HMDB0115162
LMGP10010658	HMDB0116704
LMGP10010661	HMDB0115207
LMGP10010675	HMDB0115218
LMGP10010679	HMDB0115229
LMGP10010779	HMDB0115313
LMGP10010784	HMDB0115317
LMGP10010808	HMDB0115597
LMGP10010826	HMDB0115406
LMGP10010849	HMDB0115238
LMGP10010956	HMDB0115003
LMGP10010959	HMDB0114932
LMGP12010007	HMDB0056387
LMGP12010009	HMDB0110975
LMGP12010010	HMDB0110958
LMGP12010012	HMDB0111166
LMGP12010019	HMDB0111230
LMGP12010021	HMDB0111453
LMGP12010024	HMDB0111762
LMGP12010025	HMDB0111235
LMGP12010027	HMDB0111443
LMGP12010030	HMDB0111758
LMGP12010037	HMDB0111865
LMGP12010044	HMDB0056487
LMGP12010094	HMDB0111496
LMGP12010114	HMDB0112041
LMGP12010118	HMDB0056693
LMGP12010127	HMDB0111281
LMGP12010129	HMDB0111494
LMGP12010132	HMDB0111771
LMGP12010138	HMDB0111776
LMGP12010202	HMDB0111540
LMGP12010205	HMDB0111296
LMGP12010210	HMDB0111790
LMGP12010220	HMDB0111960
LMGP12010222	HMDB0112044
LMGP12010266	HMDB0056960
LMGP12010295	HMDB0056401
LMGP12010302	HMDB0056963
LMGP12010332	HMDB0056501
LMGP12010338	HMDB0056964
LMGP12010339	HMDB0057146
LMGP12010411	HMDB0057147
LMGP12010439	HMDB0056427
LMGP12010446	HMDB0056989
LMGP12010447	HMDB0057165
LMGP12010459	HMDB0010234
LMGP12010471	HMDB0111971
LMGP12010474	HMDB0112047
LMGP12010487	HMDB0058322
LMGP12010517	HMDB0056942
LMGP12010520	HMDB0057211
LMGP12010522	HMDB0057250
LMGP12010526	HMDB0111652
LMGP12010529	HMDB0111361
LMGP12010534	HMDB0111820
LMGP12010541	HMDB0111902
LMGP12010564	HMDB0111828
LMGP12010567	HMDB0111599
LMGP12010570	HMDB0111824
LMGP12010582	HMDB0112050
LMGP12010621	HMDB0056667
LMGP12010622	HMDB0111114
LMGP12010627	HMDB0057171
LMGP12010631	HMDB0058327
LMGP12010632	HMDB0058358
LMGP12010633	HMDB0058471
LMGP12010656	HMDB0056517
LMGP12010634	HMDB0058526
LMGP12010636	HMDB0058558
LMGP12010642	HMDB0111842
LMGP12010649	HMDB0111918
LMGP12010652	HMDB0112011
LMGP12010654	HMDB0112059
LMGP12010658	HMDB0056712
LMGP12010661	HMDB0056943
LMGP12010662	HMDB0056999
LMGP12010664	HMDB0057213
LMGP12010669	HMDB0058475
LMGP12010670	HMDB0058530
LMGP12010672	HMDB0111797
LMGP12010673	HMDB0058694
LMGP12010675	HMDB0111548
LMGP12010676	HMDB0010244
LMGP12010678	HMDB0111801
LMGP12010685	HMDB0111889
LMGP12010687	HMDB0111968
LMGP12010688	HMDB0111976
LMGP12010690	HMDB0010276
LMGP12010691	HMDB0056438
LMGP12010692	HMDB0056518
LMGP12010694	HMDB0056713
LMGP12010697	HMDB0056944
LMGP12010698	HMDB0057000
LMGP12010699	HMDB0057175
LMGP12010702	HMDB0057252
LMGP12010704	HMDB0058362
LMGP12010705	HMDB0058476
LMGP12010706	HMDB0058531
LMGP12010709	HMDB0058695
LMGP12010710	HMDB0058718
LMGP12010727	HMDB0056441
LMGP12010729	HMDB0056673
LMGP12010730	HMDB0056716
LMGP12010732	HMDB0111211
LMGP12010734	HMDB0057003
LMGP12010735	HMDB0057177
LMGP12010736	HMDB0057217
LMGP12010739	HMDB0058333
LMGP12010740	HMDB0058364
LMGP12010741	HMDB0058479
LMGP12010742	HMDB0058534
LMGP12010744	HMDB0058563
LMGP12010745	HMDB0058698
LMGP12010746	HMDB0058721
LMGP12010748	HMDB0010247
LMGP12010750	HMDB0111835
LMGP12010757	HMDB0111897
LMGP12010759	HMDB0111998
LMGP12010760	HMDB0111987
LMGP12010762	HMDB0112052
LMGP12010763	HMDB0056442
LMGP12010764	HMDB0056519
LMGP12010769	HMDB0056945
LMGP12010772	HMDB0057218
LMGP12010777	HMDB0058480
LMGP12010780	HMDB0058564
LMGP12010782	HMDB0058722
LMGP12010783	HMDB0058789
LMGP12010786	HMDB0111832
LMGP12010844	HMDB0057219
LMGP12010846	HMDB0057254
LMGP12010849	HMDB0058481
LMGP12010850	HMDB0058536
LMGP12010852	HMDB0058565
LMGP12010854	HMDB0058723
LMGP12010855	HMDB0058790
LMGP13010006	HMDB0006971
LMGP12011090	HMDB0056722
LMGP12011093	HMDB0056946
LMGP12011098	HMDB0057255
LMGP12011108	HMDB0058816
LMGP12011110	HMDB0058859
LMGP12011119	HMDB0112018
LMGP12011144	HMDB0058817
LMGP12011120	HMDB0112017
LMGP12011122	HMDB0112063
LMGP12011130	HMDB0057010
LMGP12011142	HMDB0058727
LMGP12011166	HMDB0057013
LMGP12011174	HMDB0058541
LMGP12011176	HMDB0058570
LMGP12011177	HMDB0111427
LMGP12011182	HMDB0058863
LMGP12011191	HMDB0059043
LMGP12011200	HMDB0056762
LMGP12011207	HMDB0111426
LMGP12011209	HMDB0058490
LMGP12011210	HMDB0058542
LMGP12011214	HMDB0058728
LMGP12011215	HMDB0058796
LMGP12011226	HMDB0058987
LMGP12011227	HMDB0059044
LMGP12011228	HMDB0059063
LMGP13010008	HMDB0006973
LMGP13010010	HMDB0006975
LMGP12011269	HMDB0056678
LMGP12011272	HMDB0056763
LMGP12011274	HMDB0057015
LMGP12011275	HMDB0057182
LMGP12011278	HMDB0057261
LMGP12011282	HMDB0058543
LMGP12011284	HMDB0058572
LMGP12011285	HMDB0058706
LMGP12011287	HMDB0058797
LMGP13010004	HMDB0006988
LMGP13010005	HMDB0006969
LMGP13010016	HMDB0006981
LMGP13010020	HMDB0006985
LMGP13010026	HMDB0006992
LMGP13010029	HMDB0006995
LMGP13010031	HMDB0006997
LMGP01011385	HMDB0007903
LMGP01011004	HMDB0008267
LMGP01011010	HMDB0008269
LMGP01010005	HMDB0007972
LMGP01010816	HMDB0008055
LMGP01010477	HMDB0007866
LMGP01010508	HMDB0007885
LMGP01010564	HMDB0000564
LMGP01010594	HMDB0007973
LMGP01010633	HMDB0007984
LMGP01010744	HMDB0008035
LMGP01010768	HMDB0008039
LMGP01010844	HMDB0008083
LMGP01010888	HMDB0008102
LMGP01010913	HMDB0008123
LMGP01010915	HMDB0008124
LMGP01010943	HMDB0008147
LMGP01011032	HMDB0008290
LMGP01011014	HMDB0008274
LMGP01010956	HMDB0008206
LMGP01011094	HMDB0008532
LMGP01011105	HMDB0008553
LMGP01011152	HMDB0008762
LMGP01011369	HMDB0007875
LMGP01011382	HMDB0007901
LMGP01011407	HMDB0007922
LMGP01011411	HMDB0007933
LMGP01011425	HMDB0007951
LMGP01011491	HMDB0008014
LMGP01011496	HMDB0008020
LMGP01011720	HMDB0008242
LMGP01011821	HMDB0008306
LMGP01011826	HMDB0008311
LMGP01011834	HMDB0008321
LMGP01011847	HMDB0008335
LMGP01011851	HMDB0008339
LMGP01011859	HMDB0008347
LMGP01011899	HMDB0008426
LMGP01011915	HMDB0008438
LMGP01020154	HMDB0011148
LMGP01011945	HMDB0008505
LMGP01011948	HMDB0008509
LMGP01012057	HMDB0008606
LMGP01012082	HMDB0008634
LMGP01012141	HMDB0008024
LMGP01012204	HMDB0008375
LMGP01012229	HMDB0008573
LMGP01012230	HMDB0008596
LMGP01020046	HMDB0062195
LMGP01020157	HMDB0013432
LMGP01030014	HMDB0011262
LMGP01050074	HMDB0240262
LMGP01050140	HMDB0010396
LMGP02010042	HMDB0008928
LMGP02010044	HMDB0008994
LMGP01030012	HMDB0011253
LMGP02010093	HMDB0009705
LMGP02010096	HMDB0008937
LMGP02010166	HMDB0009473
LMGP02010443	HMDB0008870
LMGP02010531	HMDB0008967
LMGP02010643	HMDB0009061
LMGP02010665	HMDB0009095
LMGP02010666	HMDB0009096
LMGP02010670	HMDB0009098
LMGP02010671	HMDB0009099
LMGP02010677	HMDB0009107
LMGP02010690	HMDB0009123
LMGP02010692	HMDB0009126
LMGP02010693	HMDB0009127
LMGP02010695	HMDB0009129
LMGP02010699	HMDB0009131
LMGP02010700	HMDB0009132
LMGP02010702	HMDB0009135
LMGP02010703	HMDB0009137
LMGP02010705	HMDB0009138
