LipidMaps	HMDB
LMGL03016446	HMDB0046692
LMGL03016456	HMDB0046717
LMGL03016465	HMDB0046742
LMGL03016473	HMDB0046917
LMGL03016510	HMDB0046120
LMGL03016511	HMDB0050768
LMGL03016514	HMDB0054280
LMGL03016517	HMDB0046874
LMGL03016519	HMDB0054584
LMGL03016583	HMDB0050389
LMGL03016584	HMDB0053323
LMGL03016585	HMDB0053707
LMGL03016586	HMDB0054061
LMGL03016589	HMDB0046375
LMGL03016591	HMDB0054385
LMGL03016593	HMDB0054679
LMGL03016596	HMDB0053414
LMGL03016597	HMDB0053791
LMGL03016598	HMDB0054138
LMGL03016603	HMDB0054455
LMGL03016608	HMDB0053863
LMGL03016609	HMDB0054204
LMGL03016612	HMDB0046700
LMGL03016614	HMDB0054515
LMGL03016616	HMDB0054796
LMGL03016622	HMDB0046725
LMGL03016624	HMDB0054525
LMGL03016631	HMDB0046750
LMGL03016633	HMDB0054535
LMGL03016635	HMDB0054814
LMGL03016639	HMDB0046925
LMGL03016641	HMDB0054605
LMGL03016643	HMDB0054877
LMGL03016654	HMDB0054395
LMGL03016656	HMDB0054688
LMGL03016665	HMDB0054823
LMGL02010025	HMDB0093808
LMGL02010035	HMDB0007134
LMGL02010043	HMDB0007160
LMGL02010119	HMDB0007312
LMGL02010122	HMDB0007172
LMGL02010149	HMDB0007147
LMGL02010162	HMDB0007121
LMGL02010180	HMDB0007261
LMGL02010198	HMDB0007433
LMGL02010234	HMDB0007266
LMGL02010262	HMDB0007495
LMGL02010281	HMDB0007527
LMGL02010288	HMDB0007640
LMGL02010303	HMDB0007758
LMGL02010305	HMDB0007759
LMGL02010324	HMDB0093163
LMGL02010326	HMDB0007068
LMGL02010359	HMDB0093241
LMGL02010389	HMDB0007021
LMGL02010392	HMDB0007025
LMGL02010403	HMDB0007041
LMGL02010423	HMDB0007060
LMGL02010433	HMDB0007074
LMGL02010517	HMDB0007349
LMGL03010001	HMDB0005356
LMGL03010330	HMDB10460
LMGL03013734	HMDB0106064
LMGL03010557	HMDB05398
LMGL03010570	HMDB0067896
LMGL03010609	HMDB10463
LMGL03010610	HMDB05387
LMGL03010611	HMDB05429
LMGL03010628	HMDB0046634
LMGL03010651	HMDB0045587
LMGL03010653	HMDB0046094
LMGL03010655	HMDB05400
LMGL03010657	HMDB0050741
LMGL03010663	HMDB10491
LMGL03010676	HMDB05412
LMGL03010857	HMDB0050513
LMGL03011474	HMDB10514
LMGL03011645	HMDB0051724
LMGL03011737	HMDB0054514
LMGL03011786	HMDB0051860
LMGL03012011	HMDB0054876
LMGL03012038	HMDB0055789
LMGL03012207	HMDB0046395
LMGL03012212	HMDB0051863
LMGL03012218	HMDB0054544
LMGL03012254	HMDB0046402
LMGL03012256	HMDB0051634
LMGL03012257	HMDB0051499
LMGL03013743	HMDB0110114
LMGL03012271	HMDB0054822
LMGL03012299	HMDB0051635
LMGL03012311	HMDB0054607
LMGL03012312	HMDB0054831
LMGL03013745	HMDB0064308
LMGL03012338	HMDB0046381
LMGL03012356	HMDB0054879
LMGL03013089	HMDB0046121
LMGL03013092	HMDB0053947
LMGL03013100	HMDB0054859
LMGL03013116	HMDB0054832
LMGL03013752	HMDB0068708
LMGL03013796	HMDB0110280
LMGL03013798	HMDB0063171
LMGL03013804	HMDB0066203
LMGL03013805	HMDB0068612
LMGL03013839	HMDB0108679
LMGL03013845	HMDB0110414
LMGL03013853	HMDB0064724
LMGL03014916	HMDB0046683
LMGL03015017	HMDB0063551
LMGL03014926	HMDB0046708
LMGL03014935	HMDB0046733
LMGL03014943	HMDB0046908
LMGL03015015	HMDB0110300
LMGL03015023	HMDB0064921
LMGL03016244	HMDB0046107
LMGL03016251	HMDB0046861
LMGL03016293	HMDB0050608
LMGL03016512	HMDB0053582
LMGL03016513	HMDB0053946
LMGL03016521	HMDB0054858
LMGL03016601	HMDB0046550
LMGL03016605	HMDB0054742
LMGL03016619	HMDB0054215
LMGL03016626	HMDB0054805
LMGL02010207	HMDB0007518
LMGL01010024	HMDB0011537
LMGP10010000	HMDB00674
LMGP01050000	HMDB02815
LMGP06050004	HMDB0240261
LMGP06010570	HMDB0009890
LMGP13010002	HMDB06970
LMGP13010007	HMDB0006972
LMGP13010009	HMDB0006974
LMGP13010011	HMDB0006976
LMGP13010012	HMDB0006977
LMGP13010013	HMDB0006978
LMGP13010014	HMDB0006979
LMGP13010018	HMDB0006983
LMGP13010021	HMDB0006986
LMGP13010022	HMDB0006987
LMGP13010023	HMDB0006989
LMGP13010024	HMDB0006990
LMGP13010025	HMDB0006991
LMGP13010033	HMDB0006999
LMGP13010034	HMDB0007000
LMGP13010036	HMDB0007002
LMGP02010095	HMDB0008946
LMGP10010023	HMDB0007860
LMGP02011250	HMDB0008823
LMGP01011625	HMDB0008140
LMGP01011626	HMDB0008141
LMGP01011689	HMDB0008209
LMGP01020182	HMDB0013404
LMGP01011869	HMDB0008395
LMGP01011997	HMDB0008542
LMGP01012070	HMDB0008625
LMGP02010453	HMDB0008887
LMGP02010647	HMDB0009066
LMGP02010856	HMDB0009260
LMGP02010899	HMDB0009305
LMGP02010952	HMDB0009395
LMGP02011123	HMDB0009594
LMGP02011173	HMDB0009399
LMGP02011202	HMDB0009002
LMGP02011223	HMDB0008931
LMGP02030025	HMDB0011348
LMGP10010342	HMDB0114948
LMGP10010567	HMDB0115537
LMGP10010646	HMDB0115168
LMGP10010905	HMDB0115511
LMGP10010667	HMDB0115587
LMGP10010717	HMDB0115590
LMGP10010761	HMDB0115299
LMGP10010444	HMDB0115526
LMGP10010806	HMDB0115335
LMGP10010837	HMDB0115503
LMGP10010864	HMDB0115061
LMGP10010929	HMDB0114779
LMGP03010108	HMDB0112303
LMGP03010596	HMDB0012421
LMGP01012210	HMDB0008463
LMGP01012175	HMDB0008178
LMGP01030147	HMDB0011323
LMGP02050056	HMDB0011492
LMGP02050045	HMDB0011481
LMGP02050046	HMDB0011482
LMGP12010099	HMDB0111507
LMGP12010188	HMDB0056492
LMGP12010224	HMDB0056496
LMGP12010301	HMDB0056926
LMGP12010403	HMDB0056403
LMGP12010441	HMDB0056661
LMGP12010484	HMDB0057209
LMGP12010511	HMDB0056431
LMGP12010565	HMDB0111350
LMGP12010776	HMDB0058365
LMGP12011146	HMDB0058860
LMGP01020105	HMDB0013421
LMGP01070006	HMDB0010407
LMGP02010041	HMDB0008930
LMGP03010034	HMDB0012389
LMGP02010052	HMDB0009059
LMGP01011685	HMDB0008207
LMGP01011673	HMDB0008196
LMGP01012086	HMDB0008636
LMGP01011916	HMDB0008439
LMGP01030042	HMDB0011223
LMGP01030050	HMDB0011238
LMGP02010468	HMDB0008906
LMGP02010538	HMDB0008976
LMGP02010866	HMDB0009270
LMGP02010914	HMDB0009356
LMGP02011077	HMDB0009550
LMGP02011078	HMDB0009551
LMGP02010757	HMDB0009196
LMGP02011204	HMDB0008990
LMGP02011236	HMDB0008890
LMGP02030045	HMDB0011373
LMGP02011203	HMDB0008997
LMGP10010333	HMDB0115519
LMGP10010375	HMDB0114978
LMGP10010438	HMDB0115037
LMGP10010447	HMDB0115044
LMGP10010513	HMDB0115066
LMGP10010528	HMDB0115091
LMGP10010547	HMDB0115531
LMGP10010551	HMDB0115109
LMGP10010769	HMDB0115305
LMGP10010774	HMDB0115308
LMGP10010819	HMDB0115402
LMGP10010651	HMDB0115200
LMGP10010846	HMDB0115246
LMGP10010875	HMDB0114961
LMGP03010130	HMDB0012349
LMGP03010156	HMDB0112334
LMGP03010207	HMDB0012365
LMGP03010760	HMDB0112763
LMGP03010779	HMDB0112777
LMGP03010878	HMDB0112416
LMGP03010905	HMDB0112343
LMGP03010960	HMDB0112376
LMGP03010973	HMDB0112733
LMGP02050062	HMDB0011498
LMGP01020266	HMDB0013431
LMGP01020269	HMDB0013434
LMGP01012240	HMDB0008793
LMGP12010261	HMDB0056644
LMGP12010412	HMDB0057198
LMGP12010472	HMDB0111965
LMGP12010524	HMDB0058356
LMGP12010747	HMDB0058788
LMGP12010840	HMDB0056756
LMGP12010853	HMDB0058700
LMGP12011167	HMDB0057181
LMGP12011192	HMDB0112026
LMGP12011197	HMDB0111152
LMGP01010481	HMDB0007869
LMGP01020012	HMDB0013341
LMGP02010075	HMDB0009237
LMGP02050009	HMDB0011517
LMGP01011880	HMDB0008403
LMGP01012047	HMDB0008597
LMGP01011688	HMDB0008208
LMGP01011703	HMDB0008230
LMGP02010425	HMDB0008856
LMGP02010651	HMDB0009074
LMGP02010663	HMDB0009092
LMGP02010840	HMDB0009240
LMGP02010893	HMDB0009299
LMGP02011093	HMDB0009563
LMGP02030024	HMDB0011347
LMGP02010983	HMDB0009464
LMGP02011216	HMDB0008979
LMGP02011220	HMDB0008960
LMGP02011233	HMDB0008892
LMGP10010356	HMDB0115520
LMGP10010390	HMDB0114991
LMGP10010406	HMDB0115008
LMGP10010420	HMDB0115020
LMGP10010434	HMDB0115032
LMGP10010443	HMDB0115040
LMGP10010522	HMDB0115081
LMGP10010822	HMDB0115405
LMGP10010845	HMDB0115404
LMGP10010847	HMDB0115240
LMGP10010716	HMDB0115589
LMGP10010857	HMDB0115159
LMGP10010861	HMDB0115078
LMGP10010948	HMDB0115082
LMGP03010204	HMDB0012364
LMGP03010225	HMDB0112367
LMGP03010316	HMDB0012381
LMGP03010562	HMDB0112569
LMGP03010659	HMDB0112684
LMGP03010945	HMDB0112714
LMGP01012129	HMDB0007887
LMGP01012228	HMDB0008572
LMGP01030133	HMDB0011269
LMGP10050042	HMDB07849
LMGP12010116	HMDB0056491
LMGP13010030	HMDB0006996
LMGP12010265	HMDB0056923
LMGP12010334	HMDB0056700
LMGP12010700	HMDB0057214
LMGP12011117	HMDB0058962
LMGP12011198	HMDB0056723
LMGP02010337	HMDB0010567
LMGP10050018	HMDB0062315
LMGP01011660	HMDB0008176
LMGP01011630	HMDB0008143
LMGP01011644	HMDB0008165
LMGP01011656	HMDB0008174
LMGP01012042	HMDB0008594
LMGP01012112	HMDB0008733
LMGP01030049	HMDB0011237
LMGP02010681	HMDB0009118
LMGP02010860	HMDB0009262
LMGP02010943	HMDB0009387
LMGP02010973	HMDB0009453
LMGP02011091	HMDB0009560
LMGP02011240	HMDB0008841
LMGP02011248	HMDB0008826
LMGP02030038	HMDB0011370
LMGP02011147	HMDB0009690
LMGP10010387	HMDB0114988
LMGP10010408	HMDB0115011
LMGP10010446	HMDB0115042
LMGP10010539	HMDB0115099
LMGP10010631	HMDB0115153
LMGP10010666	HMDB0115210
LMGP10010785	HMDB0115320
LMGP10010828	HMDB0115409
LMGP10010691	HMDB0115233
LMGP10010866	HMDB0115059
LMGP10010902	HMDB0114856
LMGP10010926	HMDB0114783
LMGP03010358	HMDB0112431
LMGP03010453	HMDB0112505
LMGP03010094	HMDB0012331
LMGP03010770	HMDB0112770
LMGP03010776	HMDB0112774
LMGP03010639	HMDB0112641
LMGP03010906	HMDB0012356
LMGP01030150	HMDB0011330
LMGP12010117	HMDB0056638
LMGP12010264	HMDB0056741
LMGP12010555	HMDB0057170
LMGP12011132	HMDB0057223
LMGP12011171	HMDB0058337
LMGP12011298	HMDB0058988
LMGP01050012	HMDB0010379
LMGP01020097	HMDB0013419
LMGP02050004	HMDB0011506
LMGP04010008	HMDB0010573
LMGP02010116	HMDB0008943
LMGP10050005	HMDB07854
LMGP10050016	HMDB0062323
LMGP01011678	HMDB0008200
LMGP01050132	HMDB0010392
LMGP01011923	HMDB0008448
LMGP01011990	HMDB0008535
LMGP01012099	HMDB0008722
LMGP01012115	HMDB0008734
LMGP02011243	HMDB0008833
LMGP01011892	HMDB0008413
LMGP02010450	HMDB0008877
LMGP02010465	HMDB0008901
LMGP02010471	HMDB0008909
LMGP02010525	HMDB0008962
LMGP02010637	HMDB0009053
LMGP02010736	HMDB0009174
LMGP02010862	HMDB0009266
LMGP02010890	HMDB0009295
LMGP02050021	HMDB0011513
LMGP02011034	HMDB0009500
LMGP02011114	HMDB0009587
LMGP02011142	HMDB0009684
LMGP10010367	HMDB0114974
LMGP10010368	HMDB0114975
LMGP10010385	HMDB0115522
LMGP10010546	HMDB0115530
LMGP10010649	HMDB0115198
LMGP10010660	HMDB0115206
LMGP10010757	HMDB0115296
LMGP10010793	HMDB0115327
LMGP10050030	HMDB0062306
LMGP10010836	HMDB0115502
LMGP10010844	HMDB0115422
LMGP10010884	HMDB0114886
LMGP10010899	HMDB0114870
LMGP10060005	HMDB0062325
LMGP03010141	HMDB0112321
LMGP03010343	HMDB0012397
LMGP03010401	HMDB0116757
LMGP03010217	HMDB0112288
LMGP03010668	HMDB0112692
LMGP03010759	HMDB0112762
LMGP03010767	HMDB0112766
LMGP03010845	HMDB0112876
LMGP03010705	HMDB0112710
LMGP03010977	HMDB0012335
LMGP01030145	HMDB0011306
LMGP01030136	HMDB0011274
LMGP02050065	HMDB0011514
LMGP01050141	HMDB0010399
LMGP02050048	HMDB0011484
LMGP12010115	HMDB0056392
LMGP12010208	HMDB0111539
LMGP12010229	HMDB0056922
LMGP12010453	HMDB0111581
LMGP12010630	HMDB0057251
LMGP12010775	HMDB0058334
LMGP12010837	HMDB0111120
LMGP12011159	HMDB0056451
LMGP12011270	HMDB0056724
LMGP12011276	HMDB0057225
LMGP01020033	HMDB0013405
LMGP01050135	HMDB0010400
LMGP01011721	HMDB0008243
LMGP01011642	HMDB0008163
LMGP01011711	HMDB0008234
LMGP01011946	HMDB0008506
LMGP01012068	HMDB0008623
LMGP01011887	HMDB0008407
LMGP02010634	HMDB0009008
LMGP02010691	HMDB0009125
LMGP02010845	HMDB0009252
LMGP02011200	HMDB0009009
LMGP02011130	HMDB0009601
LMGP10010354	HMDB0114958
LMGP02011217	HMDB0008970
LMGP02011221	HMDB0008939
LMGP02010874	HMDB0009284
LMGP10010599	HMDB0115568
LMGP10010674	HMDB0115217
LMGP10050037	HMDB0062324
LMGP10010590	HMDB0115562
LMGP10010852	HMDB0115227
LMGP10010854	HMDB0115225
LMGP10010900	HMDB0114861
LMGP10010916	HMDB0114814
LMGP10010946	HMDB0115254
LMGP10050038	HMDB0062311
LMGP04010211	HMDB0010587
LMGP03010436	HMDB0112490
LMGP03010711	HMDB0112716
LMGP03010835	HMDB0112868
LMGP03010667	HMDB0112691
LMGP01012227	HMDB0008570
LMGP01012154	HMDB0008079
LMGP01012162	HMDB0008092
LMGP01012173	HMDB0008157
LMGP01012193	HMDB0008362
LMGP01012192	HMDB0008361
LMGP12010082	HMDB0110996
LMGP12010133	HMDB0111264
LMGP12010135	HMDB0111493
LMGP12010150	HMDB0112040
LMGP12010228	HMDB0056740
LMGP12010462	HMDB0111793
LMGP12010516	HMDB0056752
LMGP12010543	HMDB0111986
LMGP12010870	HMDB0112060
LMGP12011230	HMDB0112065
LMGP01050045	HMDB0010390
LMGP01050057	HMDB0010405
LMGP01020091	HMDB0013417
LMGP01020060	HMDB0013408
LMGP02010131	HMDB0009222
LMGP02010069	HMDB0008998
LMGP02050003	HMDB0011500
LMGP02010111	HMDB0009093
LMGP02010000	HMDB05779
LMGP04010037	HMDB0010604
LMGP01011704	HMDB0008231
LMGP01011928	HMDB0008492
LMGP01012064	HMDB0008613
LMGP01050133	HMDB0010394
LMGP01011924	HMDB0008449
LMGP02010537	HMDB0008975
LMGP02010652	HMDB0009075
LMGP02010855	HMDB0009259
LMGP02010868	HMDB0009272
LMGP02010882	HMDB0009288
LMGP02010908	HMDB0009352
LMGP02010754	HMDB0009195
LMGP02011198	HMDB0009056
LMGP02011229	HMDB0008922
LMGP02011192	HMDB0009102
LMGP10010336	HMDB0114939
LMGP10010439	HMDB0115038
LMGP10010542	HMDB0115102
LMGP10010156	HMDB0114826
LMGP10010201	HMDB0114852
LMGP10010766	HMDB0115301
LMGP10010851	HMDB0115231
LMGP10010885	HMDB0115515
LMGP10010967	HMDB0114881
LMGP03010331	HMDB0116752
LMGP03010364	HMDB0112437
LMGP03010370	HMDB0112445
LMGP03010670	HMDB0112695
LMGP03010720	HMDB0112726
LMGP03010775	HMDB0112773
LMGP03010946	HMDB0112531
LMGP03010924	HMDB0112295
LMGP01012232	HMDB0008656
LMGP01012236	HMDB0008761
LMGP01012178	HMDB0008202
LMGP01012188	HMDB0008313
LMGP01012206	HMDB0008400
LMGP12010097	HMDB0111272
LMGP12010112	HMDB0111951
LMGP12010204	HMDB0111787
LMGP12010451	HMDB0058321
LMGP12010637	HMDB0111397
LMGP12010795	HMDB0111992
LMGP12011202	HMDB0057014
LMGP02010037	HMDB0008923
LMGP02010161	HMDB0009072
LMGP01012077	HMDB0008628
LMGP01011702	HMDB0008229
LMGP01011873	HMDB0008398
LMGP02010415	HMDB0008834
LMGP02010417	HMDB0008837
LMGP02010623	HMDB0008988
LMGP02010672	HMDB0009101
LMGP02010965	HMDB0009449
LMGP02010966	HMDB0009450
LMGP02010975	HMDB0009457
LMGP02011075	HMDB0009549
LMGP02011087	HMDB0009558
LMGP02010708	HMDB0009141
LMGP02011235	HMDB0008891
LMGP10010340	HMDB0114946
LMGP10010348	HMDB0114953
LMGP10010452	HMDB0115048
LMGP10010472	HMDB0115056
LMGP10010473	HMDB0115057
LMGP10010308	HMDB0114875
LMGP10010611	HMDB0115577
LMGP10010621	HMDB0115145
LMGP10010889	HMDB0114873
LMGP10010906	HMDB0114838
LMGP10010957	HMDB0114954
LMGP10010975	HMDB0114837
LMGP10050036	HMDB0062318
LMGP04010207	HMDB0010585
LMGP04010351	HMDB0010651
LMGP03010140	HMDB0112320
LMGP03010152	HMDB0112328
LMGP03010159	HMDB0112336
LMGP03010107	HMDB0112302
LMGP03010325	HMDB0112409
LMGP03010365	HMDB0112438
LMGP03010440	HMDB0112495
LMGP03010522	HMDB0112527
LMGP03010203	HMDB0012363
LMGP03010777	HMDB0112775
LMGP03010786	HMDB0112785
LMGP03010808	HMDB0112802
LMGP03010844	HMDB0112875
LMGP03010885	HMDB0012382
LMGP01012160	HMDB0008087
LMGP01030138	HMDB0011283
LMGP01030139	HMDB0011290
LMGP01012146	HMDB0008067
LMGP12010201	HMDB0111536
LMGP12010546	HMDB0010275
LMGP12011172	HMDB0058368
LMGP12011286	HMDB0058729
LMGP01050022	HMDB0010383
LMGP02010141	HMDB0008999
LMGP02010126	HMDB0009065
LMGP01011903	HMDB0008430
LMGP01011669	HMDB0008186
LMGP02010441	HMDB0008867
LMGP02010518	HMDB0008955
LMGP02010686	HMDB0009122
LMGP02010825	HMDB0009219
LMGP02010873	HMDB0009283
LMGP02010891	HMDB0009296
LMGP02010909	HMDB0009353
LMGP02010974	HMDB0009456
LMGP02011090	HMDB0009559
LMGP02011092	HMDB0009561
LMGP02011180	HMDB0009217
LMGP02030021	HMDB0011346
LMGP02030037	HMDB0011369
LMGP02050032	HMDB0011501
LMGP10010397	HMDB0115000
LMGP10050024	HMDB0062309
LMGP10010217	HMDB0115513
LMGP10010670	HMDB0115214
LMGP10010799	HMDB0115331
LMGP10010850	HMDB0115234
LMGP10010859	HMDB0115104
LMGP10010860	HMDB0115087
LMGP10010873	HMDB0115007
LMGP10050031	HMDB0062314
LMGP10010582	HMDB0115551
LMGP10010878	HMDB0114936
LMGP10010928	HMDB0114781
LMGP10010947	HMDB0116705
LMGP03010103	HMDB0112296
LMGP03010115	HMDB0012344
LMGP03010216	HMDB0112287
LMGP03010099	HMDB0112294
LMGP03010335	HMDB0012393
LMGP03010352	HMDB0012403
LMGP03010399	HMDB0012407
LMGP03010400	HMDB0012408
LMGP03010420	HMDB0112477
LMGP03010762	HMDB0112764
LMGP03010763	HMDB0112765
LMGP03010771	HMDB0112771
LMGP03010519	HMDB0112521
LMGP03010718	HMDB0112723
LMGP03010887	HMDB0012377
LMGP03010876	HMDB0012400
LMGP01012185	HMDB0008277
LMGP01012159	HMDB0008086
LMGP01012174	HMDB0008169
LMGP12010100	HMDB0111503
LMGP12010147	HMDB0111946
LMGP12010460	HMDB0010240
LMGP12010513	HMDB0056665
LMGP12010549	HMDB0056666
LMGP12010766	HMDB0056717
LMGP12010847	HMDB0111388
LMGP01050062	HMDB0029207
LMGP02010287	HMDB0009238
LMGP10050020	HMDB0062310
LMGP01011699	HMDB0008222
LMGP01011659	HMDB0008175
LMGP01011919	HMDB0008445
LMGP01030048	HMDB0011236
LMGP02010427	HMDB0008857
LMGP02010445	HMDB0008873
LMGP02010526	HMDB0008963
LMGP02010622	HMDB0008987
LMGP02010655	HMDB0009085
LMGP02010832	HMDB0009227
LMGP02010904	HMDB0009349
LMGP02011109	HMDB0009584
LMGP02030009	HMDB0011335
LMGP02011031	HMDB0009495
LMGP10010341	HMDB0114947
LMGP10010407	HMDB0115009
LMGP10010453	HMDB0115051
LMGP10010540	HMDB0115100
LMGP10010559	HMDB0115533
LMGP10010855	HMDB0115221
LMGP10010863	HMDB0115064
LMGP10010598	HMDB0115566
LMGP10010949	HMDB0115528
LMGP10010952	HMDB0115070
LMGP02030005	HMDB0011394
LMGP03010372	HMDB0112446
LMGP03010551	HMDB0112557
LMGP03010571	HMDB0112575
LMGP01012152	HMDB0008075
LMGP01012244	HMDB0008798
LMGP01030135	HMDB0011273
LMGP12010084	HMDB0111175
LMGP12010102	HMDB0111777
LMGP12010199	HMDB0111288
LMGP12010260	HMDB0056497
LMGP12010486	HMDB0057248
LMGP12010531	HMDB0111627
LMGP12010577	HMDB0111906
LMGP12011136	HMDB0058366
LMGP12011213	HMDB0058705
LMGP12011268	HMDB0056522
LMGP02010295	HMDB0009725
LMGP02010097	HMDB0008991
LMGP02010135	HMDB0009224
LMGP02010138	HMDB0009223
LMGP01011882	HMDB0008405
LMGP01011613	HMDB0008120
LMGP01012108	HMDB0008729
LMGP01011944	HMDB0008504
LMGP02010506	HMDB0008921
LMGP02010709	HMDB0009144
LMGP02050020	HMDB0011512
LMGP02011024	HMDB0009489
LMGP02011162	HMDB0009486
LMGP10010152	HMDB0114821
LMGP02010894	HMDB0009300
LMGP02011193	HMDB0009090
LMGP02011222	HMDB0008936
LMGP02011228	HMDB0008924
LMGP02011179	HMDB0009220
LMGP10010377	HMDB0114981
LMGP02030026	HMDB0011349
LMGP10010392	HMDB0114993
LMGP10010602	HMDB0115570
LMGP10010719	HMDB0115258
LMGP10010723	HMDB0115263
LMGP10010363	HMDB0114967
LMGP10010829	HMDB0115410
LMGP10010874	HMDB0114970
LMGP10010887	HMDB0114877
LMGP10010971	HMDB0114843
LMGP03010385	HMDB0112454
LMGP04010372	HMDB0010660
LMGP03010127	HMDB0112277
LMGP03010415	HMDB0112473
LMGP03010424	HMDB0012417
LMGP03010669	HMDB0112694
LMGP03010535	HMDB0112544
LMGP03010838	HMDB0012448
LMGP03010909	HMDB0012355
LMGP03010828	HMDB0012445
LMGP01012132	HMDB0007914
LMGP01012195	HMDB0008365
LMGP12010120	HMDB0111178
LMGP12010217	HMDB0111881
LMGP12010296	HMDB0056500
LMGP12010768	HMDB0056755
LMGP12011089	HMDB0056675
LMGP12011137	HMDB0058486
LMGP12011170	HMDB0057259
LMGP01050024	HMDB0012108
LMGP01050038	HMDB0010388
LMGP10050008	HMDB07855
LMGP10010032	HMDB0007859
LMGP01011980	HMDB0008526
LMGP01011951	HMDB0008512
LMGP01012054	HMDB0008602
LMGP01012049	HMDB0008599
LMGP02010648	HMDB0009068
LMGP02010683	HMDB0009120
LMGP02010713	HMDB0009152
LMGP02010839	HMDB0009239
LMGP02010843	HMDB0009250
LMGP02010875	HMDB0009285
LMGP02010883	HMDB0009290
LMGP02010921	HMDB0009361
LMGP02010960	HMDB0009405
LMGP02010976	HMDB0009458
LMGP02011143	HMDB0009686
LMGP02011171	HMDB0009474
LMGP02011232	HMDB0008895
LMGP02011121	HMDB0009592
LMGP10010349	HMDB0114955
LMGP10010362	HMDB0114966
LMGP10010379	HMDB0114983
LMGP10010154	HMDB0114824
LMGP10010558	HMDB0115532
LMGP10010589	HMDB0115561
LMGP10010608	HMDB0115574
LMGP10010622	HMDB0115146
LMGP10010639	HMDB0115499
LMGP10010665	HMDB0115209
LMGP10010702	HMDB0115242
LMGP10010770	HMDB0115306
LMGP10010545	HMDB0115103
LMGP10010858	HMDB0115147
LMGP10010865	HMDB0115060
LMGP10010886	HMDB0114880
LMGP10010792	HMDB0115326
LMGP04010316	HMDB0010607
LMGP04010885	HMDB0010609
LMGP03010357	HMDB0112430
LMGP03010368	HMDB0112443
LMGP03010378	HMDB0112450
LMGP03010432	HMDB0112489
LMGP03010211	HMDB0012367
LMGP03010798	HMDB0112793
LMGP03010819	HMDB0012440
LMGP03010666	HMDB0112690
LMGP03010930	HMDB0112273
LMGP03010975	HMDB0112379
LMGP01012239	HMDB0008792
LMGP01020262	HMDB0013425
LMGP01020265	HMDB0013430
LMGP01012134	HMDB0007923
LMGP12010130	HMDB0111485
LMGP12010148	HMDB0111940
LMGP13010028	HMDB0006994
LMGP12010262	HMDB0056699
LMGP12010660	HMDB0056754
LMGP12011273	HMDB0056948
LMGP01060014	HMDB0011149
LMGP02010143	HMDB0009064
LMGP02010152	HMDB0009230
LMGP02050002	HMDB0011503
LMGP02010099	HMDB0009055
LMGP02010432	HMDB0008859
LMGP01011598	HMDB0008099
LMGP01011890	HMDB0008412
LMGP01011909	HMDB0008434
LMGP01011984	HMDB0008529
LMGP01011991	HMDB0008536
LMGP01011995	HMDB0008539
LMGP01012001	HMDB0008547
LMGP01050131	HMDB0010391
LMGP01011901	HMDB0008428
LMGP01020238	HMDB0013442
LMGP02010442	HMDB0008868
LMGP02010673	HMDB0009104
LMGP01012117	HMDB0008736
LMGP02010887	HMDB0009294
LMGP02010918	HMDB0009360
LMGP02010944	HMDB0009389
LMGP02010957	HMDB0009402
LMGP02010961	HMDB0009408
LMGP02011033	HMDB0009498
LMGP02010744	HMDB0009187
LMGP02011122	HMDB0009593
LMGP02011134	HMDB0009679
LMGP02011144	HMDB0009687
LMGP02011146	HMDB0009689
LMGP02011189	HMDB0009161
LMGP02011238	HMDB0008855
LMGP02011106	HMDB0009582
LMGP10010370	HMDB0114976
LMGP10010422	HMDB0115024
LMGP10010449	HMDB0115045
LMGP10010701	HMDB0115241
LMGP10010704	HMDB0115243
LMGP10010783	HMDB0115316
LMGP10010802	HMDB0115333
LMGP10010569	HMDB0115493
LMGP10050032	HMDB0062317
LMGP04010389	HMDB0010670
LMGP03010205	HMDB0112357
LMGP03010112	HMDB0112275
LMGP03010321	HMDB0112381
LMGP03010350	HMDB0012401
LMGP03010560	HMDB0112567
LMGP03010511	HMDB0112512
LMGP03010954	HMDB0012409
LMGP03010979	HMDB0012406
LMGP03010848	HMDB0112707
LMGP01012222	HMDB0008565
LMGP01012211	HMDB0008465
LMGP01012161	HMDB0008091
LMGP01012213	HMDB0008471
LMGP01012218	HMDB0008558
LMGP01020271	HMDB0013436
LMGP12010042	HMDB0112036
LMGP12010192	HMDB0056736
LMGP12010331	HMDB0056402
LMGP12010842	HMDB0057005
LMGP12010867	HMDB0112012
LMGP12011094	HMDB0057009
LMGP12011099	HMDB0058335
LMGP12011180	HMDB0058820
LMGP01050048	HMDB0010395
LMGP02010136	HMDB0008941
LMGP01011719	HMDB0008241
LMGP01011729	HMDB0008252
LMGP01011583	HMDB0008033
LMGP01011604	HMDB0008108
LMGP01011691	HMDB0008212
LMGP01011953	HMDB0008514
LMGP01011989	HMDB0008534
LMGP01012059	HMDB0008609
LMGP01011865	HMDB0008354
LMGP01011895	HMDB0008416
LMGP01030021	HMDB0011203
LMGP02010451	HMDB0008880
LMGP02010517	HMDB0008954
LMGP02010529	HMDB0008965
LMGP01012107	HMDB0008727
LMGP02010628	HMDB0008995
LMGP02010694	HMDB0009128
LMGP02010831	HMDB0009226
LMGP02010915	HMDB0009357
LMGP02011125	HMDB0009596
LMGP02011197	HMDB0009062
LMGP10010430	HMDB0115031
